year,name,team,salary,url
2013,小宮山慎二,阪神,1700,https://www.gurazeni.com/player/334
2013,堂林翔太,広島,1700,https://www.gurazeni.com/player/264
2013,横川史学,巨人,1700,https://www.gurazeni.com/player/63
2013,工藤隆人,ロッテ,1690,https://www.gurazeni.com/player/805
2013,中後悠平,ロッテ,1650,https://www.gurazeni.com/player/751
2013,中澤雅人,ヤクルト,1650,https://www.gurazeni.com/player/156
2013,鈴木大地,ロッテ,1630,https://www.gurazeni.com/player/793
2013,中島俊哉,楽天,1620,https://www.gurazeni.com/player/728
2013,野中信吾,オリックス,1600,https://www.gurazeni.com/player/871
2013,海田智行,オリックス,1600,https://www.gurazeni.com/player/833
2013,大場翔太,ソフトバンク,1600,https://www.gurazeni.com/player/588
2013,大石達也,西武,1600,https://www.gurazeni.com/player/520
2013,神内靖,DeNA,1600,https://www.gurazeni.com/player/394
2013,高宮和也,阪神,1600,https://www.gurazeni.com/player/318
2013,加治前竜一,巨人,1600,https://www.gurazeni.com/player/66
2013,野間口貴彦,巨人,1600,https://www.gurazeni.com/player/17
