name,url_x,position,born_year,hometown,height,weight,blood_type,throw_side,bat_side,draft_year,draft_round,education,koshien,year,team_x,number,b_game,b_pa,b_ab,b_r,b_h,b_2b,b_3b,b_hr,b_tb,b_rbi,b_k,b_bb,b_ibb,b_hbp,b_sh,b_sf,b_sb,b_cs,b_dp,b_e,b_avg,b_slg,b_obp,b_ops,Unnamed: 0.1,team_y,salary,_merge
西森将司,http://www.baseball-lab.jp/player/detail/1100068,捕,1987.0,京都,182cm,80kg,A型,右,両,2011.0,（育）2位,北照高─Ｈｏｎｄａ─四国ＩＬｐｌｕｓ・香川─ＤｅＮＡ,False,2018,DeNA,66.0,3,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5256,DeNA,610,both
西森将司,http://www.baseball-lab.jp/player/detail/1100068,捕,1987.0,京都,182cm,80kg,A型,右,両,2011.0,（育）2位,北照高─Ｈｏｎｄａ─四国ＩＬｐｌｕｓ・香川─ＤｅＮＡ,False,2019,DeNA,66.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6232,DeNA,600,both
嶺井博希,http://www.baseball-lab.jp/player/detail/1300093,捕,1991.0,沖縄,175cm,85kg,B型,右,右,2013.0,3位,沖縄尚学高─亜大─ＤｅＮＡ,True,2014,DeNA,39.0,10,14,11,1,3,0,1,0,5,3,2,2,0,0,1,0,0,0,0,1,0.273,0.455,0.385,0.839,1456,DeNA,1000,both
嶺井博希,http://www.baseball-lab.jp/player/detail/1300093,捕,1991.0,沖縄,175cm,85kg,B型,右,右,2013.0,3位,沖縄尚学高─亜大─ＤｅＮＡ,True,2015,DeNA,39.0,74,208,186,18,44,8,1,5,69,26,46,12,0,5,3,2,0,0,2,6,0.237,0.371,0.298,0.669,2363,DeNA,1000,both
嶺井博希,http://www.baseball-lab.jp/player/detail/1300093,捕,1991.0,沖縄,175cm,85kg,B型,右,右,2013.0,3位,沖縄尚学高─亜大─ＤｅＮＡ,True,2016,DeNA,39.0,11,17,15,2,5,1,0,0,6,3,2,0,0,2,0,0,0,0,1,0,0.333,0.4,0.412,0.812,3132,DeNA,1500,both
嶺井博希,http://www.baseball-lab.jp/player/detail/1300093,捕,1991.0,沖縄,175cm,85kg,B型,右,右,2013.0,3位,沖縄尚学高─亜大─ＤｅＮＡ,True,2017,DeNA,39.0,52,135,121,14,30,3,1,3,44,12,35,4,0,6,4,0,0,0,3,1,0.248,0.364,0.305,0.669,4083,DeNA,1300,both
嶺井博希,http://www.baseball-lab.jp/player/detail/1300093,捕,1991.0,沖縄,175cm,85kg,B型,右,右,2013.0,3位,沖縄尚学高─亜大─ＤｅＮＡ,True,2018,DeNA,39.0,91,230,209,10,37,7,0,5,59,25,56,6,2,8,6,1,0,0,9,2,0.177,0.282,0.228,0.51,4919,DeNA,1900,both
嶺井博希,http://www.baseball-lab.jp/player/detail/1300093,捕,1991.0,沖縄,175cm,85kg,B型,右,右,2013.0,3位,沖縄尚学高─亜大─ＤｅＮＡ,True,2019,DeNA,39.0,64,130,114,13,24,4,1,2,36,12,23,7,0,4,5,0,0,0,5,2,0.211,0.316,0.28,0.596,5786,DeNA,2700,both
関根大気,http://www.baseball-lab.jp/player/detail/1300038,外,1995.0,愛知,173cm,78kg,A型,左,左,2013.0,5位,東邦高─ＤｅＮＡ,False,2014,DeNA,63.0,3,13,12,1,3,0,0,0,3,0,3,0,0,1,0,0,1,0,0,0,0.25,0.25,0.308,0.558,1671,DeNA,550,both
関根大気,http://www.baseball-lab.jp/player/detail/1300038,外,1995.0,愛知,173cm,78kg,A型,左,左,2013.0,5位,東邦高─ＤｅＮＡ,False,2015,DeNA,63.0,55,159,144,14,32,2,5,1,47,10,22,8,0,0,6,1,8,3,1,1,0.222,0.326,0.261,0.588,2545,DeNA,600,both
関根大気,http://www.baseball-lab.jp/player/detail/1300038,外,1995.0,愛知,173cm,78kg,A型,左,左,2013.0,5位,東邦高─ＤｅＮＡ,False,2016,DeNA,63.0,70,106,98,15,20,1,1,0,23,7,18,2,0,2,4,0,4,4,0,0,0.204,0.235,0.235,0.47,3238,DeNA,1050,both
関根大気,http://www.baseball-lab.jp/player/detail/1300038,外,1995.0,愛知,173cm,78kg,A型,左,左,2013.0,5位,東邦高─ＤｅＮＡ,False,2017,DeNA,63.0,29,20,19,4,3,0,0,0,3,1,5,1,0,0,0,0,0,0,0,0,0.158,0.158,0.2,0.358,4014,DeNA,1600,both
関根大気,http://www.baseball-lab.jp/player/detail/1300038,外,1995.0,愛知,173cm,78kg,A型,左,左,2013.0,5位,東邦高─ＤｅＮＡ,False,2018,DeNA,63.0,29,26,25,4,7,2,1,0,11,3,6,0,0,0,1,0,2,2,0,0,0.28,0.44,0.28,0.72,4967,DeNA,1570,both
関根大気,http://www.baseball-lab.jp/player/detail/1300038,外,1995.0,愛知,173cm,78kg,A型,左,左,2013.0,5位,東邦高─ＤｅＮＡ,False,2019,DeNA,63.0,32,27,26,2,1,1,0,0,2,0,6,1,0,0,0,0,0,0,1,0,0.038,0.077,0.074,0.151,5900,DeNA,1570,both
乙坂智,http://www.baseball-lab.jp/player/detail/1100062,外,1994.0,神奈川,183cm,83kg,O型,右,左,2011.0,5位,横浜高─ＤｅＮＡ,True,2014,DeNA,33.0,6,2,2,2,1,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0.5,2.0,0.5,2.5,1719,DeNA,490,both
乙坂智,http://www.baseball-lab.jp/player/detail/1100062,外,1994.0,神奈川,183cm,83kg,O型,右,左,2011.0,5位,横浜高─ＤｅＮＡ,True,2015,DeNA,33.0,52,138,124,11,28,1,2,3,42,10,25,9,0,0,4,1,2,3,0,0,0.226,0.339,0.276,0.615,2564,DeNA,590,both
乙坂智,http://www.baseball-lab.jp/player/detail/1100062,外,1994.0,神奈川,183cm,83kg,O型,右,左,2011.0,5位,横浜高─ＤｅＮＡ,True,2016,DeNA,33.0,55,124,115,12,31,9,0,1,43,8,28,7,0,1,1,0,3,0,2,1,0.27,0.374,0.317,0.691,3240,DeNA,1050,both
乙坂智,http://www.baseball-lab.jp/player/detail/1100062,外,1994.0,神奈川,183cm,83kg,O型,右,左,2011.0,5位,横浜高─ＤｅＮＡ,True,2017,DeNA,33.0,83,66,63,7,12,3,0,2,21,3,13,1,0,1,1,0,0,0,0,0,0.19,0.333,0.215,0.549,4018,DeNA,1600,both
乙坂智,http://www.baseball-lab.jp/player/detail/1100062,外,1994.0,神奈川,183cm,83kg,O型,右,左,2011.0,5位,横浜高─ＤｅＮＡ,True,2018,DeNA,33.0,73,109,93,16,19,2,0,0,21,7,22,12,1,0,2,2,3,3,0,0,0.204,0.226,0.29,0.516,4888,DeNA,2100,both
乙坂智,http://www.baseball-lab.jp/player/detail/1100062,外,1994.0,神奈川,183cm,83kg,O型,右,左,2011.0,5位,横浜高─ＤｅＮＡ,True,2019,DeNA,33.0,97,179,159,19,39,8,2,2,57,17,33,14,2,2,3,1,6,3,3,1,0.245,0.358,0.313,0.671,5804,DeNA,2400,both
内村賢介,http://www.baseball-lab.jp/player/detail/800088,内,1986.0,東京,163cm,65kg,B型,右,両,2007.0,（育）1巡目,山梨学院大付高─ＪＦＥ西日本─ＢＣリーグ・石川─楽天,False,2014,DeNA,23.0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1153,DeNA,3500,both
内村賢介,http://www.baseball-lab.jp/player/detail/800088,内,1986.0,東京,163cm,65kg,B型,右,両,2007.0,（育）1巡目,山梨学院大付高─ＪＦＥ西日本─ＢＣリーグ・石川─楽天,False,2015,DeNA,23.0,28,46,39,8,7,0,0,0,7,1,9,2,0,0,5,0,2,1,0,2,0.179,0.179,0.22,0.399,2097,DeNA,2800,both
内村賢介,http://www.baseball-lab.jp/player/detail/800088,内,1986.0,東京,163cm,65kg,B型,右,両,2007.0,（育）1巡目,山梨学院大付高─ＪＦＥ西日本─ＢＣリーグ・石川─楽天,False,2016,DeNA,23.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3044,DeNA,2200,both
赤堀大智,http://www.baseball-lab.jp/player/detail/1200051,外,1987.0,静岡,188cm,92kg,A型,右,右,2012.0,4位,掛川西高─立正大─セガサミー,False,2014,DeNA,31.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1503,DeNA,900,both
赤堀大智,http://www.baseball-lab.jp/player/detail/1200051,外,1987.0,静岡,188cm,92kg,A型,右,右,2012.0,4位,掛川西高─立正大─セガサミー,False,2015,DeNA,31.0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2447,DeNA,800,both
渡邊雄貴,http://www.baseball-lab.jp/player/detail/1100060,外,1993.0,岡山,180cm,79kg,O型,右,右,2011.0,3位,関西高,True,2014,DeNA,44.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1698,DeNA,510,both
渡邊雄貴,http://www.baseball-lab.jp/player/detail/1100060,外,1993.0,岡山,180cm,79kg,O型,右,右,2011.0,3位,関西高,True,2015,DeNA,44.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2588,DeNA,540,both
渡邊雄貴,http://www.baseball-lab.jp/player/detail/1100060,外,1993.0,岡山,180cm,79kg,O型,右,右,2011.0,3位,関西高,True,2016,DeNA,44.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3473,DeNA,550,both
加藤政義,http://www.baseball-lab.jp/player/detail/1000026,内,1987.0,宮城,173cm,76kg,B型,右,左,2009.0,3位,東北高─九州国際大─日本ハム,True,2014,DeNA,60.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1514,DeNA,880,both
加藤政義,http://www.baseball-lab.jp/player/detail/1000026,内,1987.0,宮城,173cm,76kg,B型,右,左,2009.0,3位,東北高─九州国際大─日本ハム,True,2015,DeNA,60.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2457,DeNA,780,both
倉本寿彦,http://www.baseball-lab.jp/player/detail/1400111,内,1991.0,神奈川,180cm,82kg,B型,右,左,2014.0,3位,横浜高─創価大─日本新薬─ＤｅＮＡ,True,2015,DeNA,5.0,102,265,245,11,51,4,0,2,61,20,60,10,0,2,7,1,0,0,8,7,0.208,0.249,0.244,0.493,2346,DeNA,1000,both
倉本寿彦,http://www.baseball-lab.jp/player/detail/1400111,内,1991.0,神奈川,180cm,82kg,B型,右,左,2014.0,3位,横浜高─創価大─日本新薬─ＤｅＮＡ,True,2016,DeNA,5.0,141,566,534,38,157,19,2,1,183,38,98,22,0,2,5,3,2,3,13,6,0.294,0.343,0.323,0.665,3105,DeNA,1600,both
倉本寿彦,http://www.baseball-lab.jp/player/detail/1400111,内,1991.0,神奈川,180cm,82kg,B型,右,左,2014.0,3位,横浜高─創価大─日本新薬─ＤｅＮＡ,True,2017,DeNA,5.0,143,539,507,49,133,27,1,2,168,50,102,18,0,4,9,1,3,1,10,14,0.262,0.331,0.292,0.624,3842,DeNA,4300,both
倉本寿彦,http://www.baseball-lab.jp/player/detail/1400111,内,1991.0,神奈川,180cm,82kg,B型,右,左,2014.0,3位,横浜高─創価大─日本新薬─ＤｅＮＡ,True,2018,DeNA,5.0,85,235,228,11,53,7,0,1,63,14,51,6,0,0,0,1,1,2,5,5,0.232,0.276,0.251,0.527,4700,DeNA,7300,both
倉本寿彦,http://www.baseball-lab.jp/player/detail/1400111,内,1991.0,神奈川,180cm,82kg,B型,右,左,2014.0,3位,横浜高─創価大─日本新薬─ＤｅＮＡ,True,2019,DeNA,5.0,24,35,33,1,4,1,0,0,5,2,7,2,0,0,0,0,0,1,0,1,0.121,0.152,0.171,0.323,5663,DeNA,6400,both
山下幸輝,http://www.baseball-lab.jp/player/detail/1400113,内,1993.0,千葉,173cm,80kg,B型,右,左,2014.0,5位,関東一高─国学院大─ＤｅＮＡ,True,2015,DeNA,38.0,23,43,42,2,10,2,0,0,12,2,12,0,0,0,1,0,0,1,0,2,0.238,0.286,0.238,0.524,2427,DeNA,840,both
山下幸輝,http://www.baseball-lab.jp/player/detail/1400113,内,1993.0,千葉,173cm,80kg,B型,右,左,2014.0,5位,関東一高─国学院大─ＤｅＮＡ,True,2016,DeNA,38.0,62,100,98,11,22,2,1,0,26,7,18,1,0,0,0,1,3,1,1,1,0.224,0.265,0.23,0.495,3308,DeNA,840,both
山下幸輝,http://www.baseball-lab.jp/player/detail/1400113,内,1993.0,千葉,173cm,80kg,B型,右,左,2014.0,5位,関東一高─国学院大─ＤｅＮＡ,True,2017,DeNA,38.0,21,21,21,3,3,2,0,0,5,0,6,0,0,0,0,0,0,0,0,2,0.143,0.238,0.143,0.381,4120,DeNA,1200,both
山下幸輝,http://www.baseball-lab.jp/player/detail/1400113,内,1993.0,千葉,173cm,80kg,B型,右,左,2014.0,5位,関東一高─国学院大─ＤｅＮＡ,True,2018,DeNA,38.0,21,65,63,3,14,2,0,1,19,3,13,0,0,0,2,0,1,0,1,2,0.222,0.302,0.222,0.524,5068,DeNA,1140,both
山下幸輝,http://www.baseball-lab.jp/player/detail/1400113,内,1993.0,千葉,173cm,80kg,B型,右,左,2014.0,5位,関東一高─国学院大─ＤｅＮＡ,True,2019,DeNA,38.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6004,DeNA,1140,both
百瀬大騎,http://www.baseball-lab.jp/player/detail/1400114,内,1997.0,長野,178cm,78kg,A型,右,左,2014.0,6位,松本一高─ＤｅＮＡ,False,2015,DeNA,64.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2483,DeNA,720,both
百瀬大騎,http://www.baseball-lab.jp/player/detail/1400114,内,1997.0,長野,178cm,78kg,A型,右,左,2014.0,6位,松本一高─ＤｅＮＡ,False,2016,DeNA,64.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3486,DeNA,510,both
百瀬大騎,http://www.baseball-lab.jp/player/detail/1400114,内,1997.0,長野,178cm,78kg,A型,右,左,2014.0,6位,松本一高─ＤｅＮＡ,False,2017,DeNA,64.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4387,DeNA,520,both
百瀬大騎,http://www.baseball-lab.jp/player/detail/1400114,内,1997.0,長野,178cm,78kg,A型,右,左,2014.0,6位,松本一高─ＤｅＮＡ,False,2018,DeNA,64.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5316,DeNA,540,both
百瀬大騎,http://www.baseball-lab.jp/player/detail/1400114,内,1997.0,長野,178cm,78kg,A型,右,左,2014.0,6位,松本一高─ＤｅＮＡ,False,2019,DeNA,64.0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6256,DeNA,560,both
亀井塔生,http://www.baseball-lab.jp/player/detail/1400116,捕,1997.0,京都,180cm,75kg,O型,右,右,2014.0,（育）1位,日星高─ＤｅＮＡ,False,2015,DeNA,102.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2661,DeNA,360,both
亀井塔生,http://www.baseball-lab.jp/player/detail/1400116,捕,1997.0,京都,180cm,75kg,O型,右,右,2014.0,（育）1位,日星高─ＤｅＮＡ,False,2016,DeNA,102.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3568,DeNA,360,both
亀井塔生,http://www.baseball-lab.jp/player/detail/1400116,捕,1997.0,京都,180cm,75kg,O型,右,右,2014.0,（育）1位,日星高─ＤｅＮＡ,False,2017,DeNA,102.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4481,DeNA,360,both
亀井塔生,http://www.baseball-lab.jp/player/detail/1400116,捕,1997.0,京都,180cm,75kg,O型,右,右,2014.0,（育）1位,日星高─ＤｅＮＡ,False,2018,DeNA,102.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5418,DeNA,360,both
戸柱恭孝,http://www.baseball-lab.jp/player/detail/1500064,捕,1990.0,鹿児島,179cm,90kg,A型,右,左,2015.0,4位,鹿屋中央高─駒大─ＮＴＴ西日本─ＤｅＮＡ,False,2016,DeNA,10.0,124,393,367,25,83,8,0,2,97,23,63,20,4,1,4,1,0,0,10,10,0.226,0.264,0.267,0.532,3274,DeNA,950,both
戸柱恭孝,http://www.baseball-lab.jp/player/detail/1500064,捕,1990.0,鹿児島,179cm,90kg,A型,右,左,2015.0,4位,鹿屋中央高─駒大─ＮＴＴ西日本─ＤｅＮＡ,False,2017,DeNA,10.0,112,363,336,25,72,13,0,9,112,52,59,19,0,0,6,2,0,0,9,2,0.214,0.333,0.255,0.588,3971,DeNA,2000,both
戸柱恭孝,http://www.baseball-lab.jp/player/detail/1500064,捕,1990.0,鹿児島,179cm,90kg,A型,右,左,2015.0,4位,鹿屋中央高─駒大─ＮＴＴ西日本─ＤｅＮＡ,False,2018,DeNA,10.0,25,59,56,5,10,2,0,1,15,6,9,2,0,0,1,0,0,0,3,1,0.179,0.268,0.207,0.475,4778,DeNA,3800,both
戸柱恭孝,http://www.baseball-lab.jp/player/detail/1500064,捕,1990.0,鹿児島,179cm,90kg,A型,右,左,2015.0,4位,鹿屋中央高─駒大─ＮＴＴ西日本─ＤｅＮＡ,False,2019,DeNA,10.0,45,111,100,6,20,4,2,1,31,6,22,7,0,1,2,1,0,0,2,1,0.2,0.31,0.257,0.567,5763,DeNA,3300,both
柴田竜拓,http://www.baseball-lab.jp/player/detail/1500063,内,1993.0,岡山,167cm,68kg,O型,右,左,2015.0,3位,岡山理大付高─国学院大─ＤｅＮＡ,False,2016,DeNA,31.0,19,46,39,4,8,0,1,0,10,2,8,5,0,0,2,0,1,0,1,4,0.205,0.256,0.295,0.552,3246,DeNA,1000,both
柴田竜拓,http://www.baseball-lab.jp/player/detail/1500063,内,1993.0,岡山,167cm,68kg,O型,右,左,2015.0,3位,岡山理大付高─国学院大─ＤｅＮＡ,False,2017,DeNA,31.0,88,248,215,25,50,8,0,1,61,11,50,17,0,3,11,2,1,1,2,4,0.233,0.284,0.295,0.579,4160,DeNA,1000,both
柴田竜拓,http://www.baseball-lab.jp/player/detail/1500063,内,1993.0,岡山,167cm,68kg,O型,右,左,2015.0,3位,岡山理大付高─国学院大─ＤｅＮＡ,False,2018,DeNA,31.0,113,265,224,32,49,6,0,3,64,13,45,30,2,5,6,0,2,1,3,6,0.219,0.286,0.324,0.61,4865,DeNA,2300,both
柴田竜拓,http://www.baseball-lab.jp/player/detail/1500063,内,1993.0,岡山,167cm,68kg,O型,右,左,2015.0,3位,岡山理大付高─国学院大─ＤｅＮＡ,False,2019,DeNA,31.0,111,196,164,22,42,8,1,3,61,17,38,20,1,0,10,2,3,0,3,2,0.256,0.372,0.333,0.705,5753,DeNA,3500,both
白根尚貴,http://www.baseball-lab.jp/player/detail/1100118,外,1993.0,島根,186cm,90kg,A型,右,右,2011.0,4位,開星高─ソフトバンク─ＤｅＮＡ,True,2016,DeNA,60.0,3,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3546,DeNA,450,both
白根尚貴,http://www.baseball-lab.jp/player/detail/1100118,外,1993.0,島根,186cm,90kg,A型,右,右,2011.0,4位,開星高─ソフトバンク─ＤｅＮＡ,True,2017,DeNA,60.0,12,13,13,2,3,0,0,1,6,2,2,0,0,0,0,0,0,0,0,0,0.231,0.462,0.231,0.692,4394,DeNA,510,both
白根尚貴,http://www.baseball-lab.jp/player/detail/1100118,外,1993.0,島根,186cm,90kg,A型,右,右,2011.0,4位,開星高─ソフトバンク─ＤｅＮＡ,True,2018,DeNA,60.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5320,DeNA,540,both
白根尚貴,http://www.baseball-lab.jp/player/detail/1100118,外,1993.0,島根,186cm,90kg,A型,右,右,2011.0,4位,開星高─ソフトバンク─ＤｅＮＡ,True,2014,ソフトバンク,65.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1726,ソフトバンク,480,both
白根尚貴,http://www.baseball-lab.jp/player/detail/1100118,外,1993.0,島根,186cm,90kg,A型,右,右,2011.0,4位,開星高─ソフトバンク─ＤｅＮＡ,True,2015,ソフトバンク,123.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2632,ソフトバンク,470,both
青柳昴樹,http://www.baseball-lab.jp/player/detail/1500066,外,1997.0,大阪,182cm,86kg,A型,右,右,2015.0,6位,大阪桐蔭高─ＤｅＮＡ,True,2016,DeNA,57.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3493,DeNA,500,both
青柳昴樹,http://www.baseball-lab.jp/player/detail/1500066,外,1997.0,大阪,182cm,86kg,A型,右,右,2015.0,6位,大阪桐蔭高─ＤｅＮＡ,True,2017,DeNA,57.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4391,DeNA,510,both
青柳昴樹,http://www.baseball-lab.jp/player/detail/1500066,外,1997.0,大阪,182cm,86kg,A型,右,右,2015.0,6位,大阪桐蔭高─ＤｅＮＡ,True,2018,DeNA,57.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5323,DeNA,530,both
青柳昴樹,http://www.baseball-lab.jp/player/detail/1500066,外,1997.0,大阪,182cm,86kg,A型,右,右,2015.0,6位,大阪桐蔭高─ＤｅＮＡ,True,2019,DeNA,57.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6261,DeNA,550,both
網谷圭将,http://www.baseball-lab.jp/player/detail/1500071,内,1997.0,千葉,184cm,84kg,O型,右,右,2015.0,（育）1位,千葉英和高─ＤｅＮＡ,False,2016,DeNA,100.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3566,DeNA,360,both
網谷圭将,http://www.baseball-lab.jp/player/detail/1500071,内,1997.0,千葉,184cm,84kg,O型,右,右,2015.0,（育）1位,千葉英和高─ＤｅＮＡ,False,2017,DeNA,100.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4479,DeNA,360,both
網谷圭将,http://www.baseball-lab.jp/player/detail/1500071,内,1997.0,千葉,184cm,84kg,O型,右,右,2015.0,（育）1位,千葉英和高─ＤｅＮＡ,False,2018,DeNA,100.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5415,DeNA,360,both
佐野恵太,http://www.baseball-lab.jp/player/detail/1600089,内,1994.0,岡山,178cm,88kg,A型,右,左,2016.0,9位,広陵高─明大─ＤｅＮＡ,False,2017,DeNA,44.0,18,24,21,1,2,1,0,0,3,1,5,3,0,0,0,0,0,0,0,0,0.095,0.143,0.208,0.351,4293,DeNA,670,both
佐野恵太,http://www.baseball-lab.jp/player/detail/1600089,内,1994.0,岡山,178cm,88kg,A型,右,左,2016.0,9位,広陵高─明大─ＤｅＮＡ,False,2018,DeNA,44.0,73,130,126,6,29,4,0,5,48,14,26,3,0,0,0,1,1,0,3,0,0.23,0.381,0.246,0.627,5209,DeNA,700,both
佐野恵太,http://www.baseball-lab.jp/player/detail/1600089,内,1994.0,岡山,178cm,88kg,A型,右,左,2016.0,9位,広陵高─明大─ＤｅＮＡ,False,2019,DeNA,44.0,89,215,200,23,59,10,0,5,84,33,39,13,1,2,0,0,0,0,9,2,0.295,0.42,0.344,0.764,5980,DeNA,1200,both
細川成也,http://www.baseball-lab.jp/player/detail/1600085,外,1998.0,神奈川,179cm,93kg,AB型,右,右,2016.0,5位,明秀学園日立高─ＤｅＮＡ,False,2017,DeNA,52.0,2,6,5,2,2,0,0,2,8,4,3,1,0,0,0,0,0,0,0,0,0.4,1.6,0.5,2.1,4400,DeNA,500,both
細川成也,http://www.baseball-lab.jp/player/detail/1600085,外,1998.0,神奈川,179cm,93kg,AB型,右,右,2016.0,5位,明秀学園日立高─ＤｅＮＡ,False,2018,DeNA,52.0,11,22,18,2,4,1,0,1,8,2,11,3,0,1,0,0,0,0,0,0,0.222,0.444,0.364,0.808,5314,DeNA,540,both
細川成也,http://www.baseball-lab.jp/player/detail/1600085,外,1998.0,神奈川,179cm,93kg,AB型,右,右,2016.0,5位,明秀学園日立高─ＤｅＮＡ,False,2019,DeNA,52.0,36,83,72,9,16,2,0,1,21,10,24,8,0,2,0,1,0,0,1,1,0.222,0.292,0.313,0.605,6253,DeNA,560,both
狩野行寿,http://www.baseball-lab.jp/player/detail/1600087,内,1994.0,埼玉,180cm,80kg,B型,右,右,2016.0,7位,川越工高─平成国際大─ＤｅＮＡ,False,2017,DeNA,36.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4277,DeNA,700,both
狩野行寿,http://www.baseball-lab.jp/player/detail/1600087,内,1994.0,埼玉,180cm,80kg,B型,右,右,2016.0,7位,川越工高─平成国際大─ＤｅＮＡ,False,2018,DeNA,36.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5210,DeNA,700,both
神里和毅,http://www.baseball-lab.jp/player/detail/1700059,外,1994.0,沖縄,179cm,81kg,A型,右,左,2017.0,2位,糸満高─中大─日本生命─ＤｅＮＡ,True,2018,DeNA,8.0,86,273,247,31,62,14,3,5,97,21,68,19,1,3,4,0,15,9,4,3,0.251,0.393,0.312,0.705,5019,DeNA,1250,both
神里和毅,http://www.baseball-lab.jp/player/detail/1700059,外,1994.0,沖縄,179cm,81kg,A型,右,左,2017.0,2位,糸満高─中大─日本生命─ＤｅＮＡ,True,2019,DeNA,8.0,123,458,427,62,119,31,3,6,174,35,121,26,2,2,3,0,15,10,7,3,0.279,0.407,0.323,0.731,5799,DeNA,2500,both
伊藤光,http://www.baseball-lab.jp/player/detail/800075,捕,1989.0,愛知,180cm,83kg,B型,右,右,2007.0,（高）3巡目,明徳義塾高─オリックス─ＤｅＮＡ,False,2018,DeNA,29.0,47,151,128,12,25,5,0,1,33,11,29,18,0,3,0,2,1,1,5,3,0.195,0.258,0.305,0.562,4730,DeNA,5500,both
伊藤光,http://www.baseball-lab.jp/player/detail/800075,捕,1989.0,愛知,180cm,83kg,B型,右,右,2007.0,（高）3巡目,明徳義塾高─オリックス─ＤｅＮＡ,False,2018,DeNA,29.0,47,151,128,12,25,5,0,1,33,11,29,18,0,3,0,2,1,1,5,3,0.195,0.258,0.305,0.562,4731,オリックス,5500,both
伊藤光,http://www.baseball-lab.jp/player/detail/800075,捕,1989.0,愛知,180cm,83kg,B型,右,右,2007.0,（高）3巡目,明徳義塾高─オリックス─ＤｅＮＡ,False,2019,DeNA,29.0,84,301,256,30,65,8,0,8,97,27,45,37,6,3,3,2,5,5,4,4,0.254,0.379,0.352,0.731,5687,DeNA,5500,both
